seeds,No.Germed,No.NGermed,No.hitClod,No.NRound,No.Round,No.Emerge,No.NEmerge,No.StopedCrust,No.StopedClod,No.NuTT.E,No.Dead,No.NuTT.G
200,6,194,0,0,0,5,195,0,0,0,47,138
